"TIME","GEO","GEO_LABEL","UNIT","UNIT_LABEL","Value","Flag and Footnotes"
"2016","DE3","Berlin","MIO_PPS","Million purchasing power standards (PPS)","123,384.86","e"
"2017","DE3","Berlin","MIO_PPS","Million purchasing power standards (PPS)","127,550.38","e"
"2000","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","79,288.2",""
"2001","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","80,484.96",""
"2002","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","81,170.13",""
"2003","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","80,843.75",""
"2004","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","82,517.61",""
"2005","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","84,972.15",""
"2006","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","88,211.7",""
"2007","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","93,117.32",""
"2008","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","95,652.63",""
"2009","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","93,095.94",""
"2010","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","98,183.4",""
"2011","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","103,439.22",""
"2012","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","105,514.03",""
"2013","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","106,766",""
"2014","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","113,062.75","e"
"2015","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","120,325.96","e"
"2016","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","123,384.86","e"
"2017","DE30","Berlin","MIO_PPS","Million purchasing power standards (PPS)","127,550.38","e"
"2000","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","41,517.99",""
"2001","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","42,765.77",""
"2002","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","43,631.1",""
"2003","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","44,184.12",""
"2004","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","46,333.31",""
"2005","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","47,442.01",""
"2006","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","49,583",""
"2007","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","52,132.2",""
"2008","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","52,866.52",""
"2009","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","50,293.38",""
"2010","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","53,262.53",""
"2011","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","55,228.89",""
"2012","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","56,633.14",""
"2013","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","57,630.38",""
"2014","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","61,152.41","e"
"2015","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","63,209.79","e"
"2016","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","63,724.96","e"
"2017","DE4","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","65,059.38","e"
"2000","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","41,517.99",""
"2001","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","42,765.77",""
"2002","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","43,631.1",""
"2003","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","44,184.12",""
"2004","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","46,333.31",""
"2005","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","47,442.01",""
"2006","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","49,583",""
"2007","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","52,132.2",""
"2008","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","52,866.52",""
"2009","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","50,293.38",""
"2010","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","53,262.53",""
"2011","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","55,228.89",""
"2012","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","56,633.14",""
"2013","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","57,630.38",""
"2014","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","61,152.41","e"
"2015","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","63,209.79","e"
"2016","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","63,724.96","e"
"2017","DE40","Brandenburg","MIO_PPS","Million purchasing power standards (PPS)","65,059.38","e"
"2000","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","20,775.96",""
"2001","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","21,624.51",""
"2002","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","22,404.09",""
"2003","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","23,114.43",""
"2004","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","23,858.73",""
"2005","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","24,451.25",""
"2006","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","25,645.66",""
"2007","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","26,836.82",""
"2008","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","26,636.16",""
"2009","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","23,597.69",""
"2010","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","25,397.32",""
"2011","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","26,461.31",""
"2012","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","27,716.72",""
"2013","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","27,654.68",""
"2014","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","28,821.67","e"
"2015","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","30,157.22","e"
"2016","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","30,483.15","e"
"2017","DE5","Bremen","MIO_PPS","Million purchasing power standards (PPS)","31,638.11","e"
"2000","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","20,775.96",""
"2001","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","21,624.51",""
"2002","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","22,404.09",""
"2003","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","23,114.43",""
"2004","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","23,858.73",""
"2005","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","24,451.25",""
"2006","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","25,645.66",""
"2007","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","26,836.82",""
"2008","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","26,636.16",""
"2009","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","23,597.69",""
"2010","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","25,397.32",""
"2011","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","26,461.31",""
"2012","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","27,716.72",""
"2013","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","27,654.68",""
"2014","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","28,821.67","e"
"2015","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","30,157.22","e"
"2016","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","30,483.15","e"
"2017","DE50","Bremen","MIO_PPS","Million purchasing power standards (PPS)","31,638.11","e"
"2000","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","72,590.41",""
"2001","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","77,025.13",""
"2002","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","78,922.98",""
"2003","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","79,670.38",""
"2004","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","83,140.18",""
"2005","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","85,644.33",""
"2006","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","87,003.39",""
"2007","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","90,867.39",""
"2008","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","91,648.12",""
"2009","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","86,013.54",""
"2010","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","89,900.36",""
"2011","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","91,702.33",""
"2012","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","94,096.61",""
"2013","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","96,933.21",""
"2014","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","100,603.24","e"
"2015","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","106,667","e"
"2016","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","107,113.99","e"
"2017","DE6","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","110,274.31","e"
"2000","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","72,590.41",""
"2001","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","77,025.13",""
"2002","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","78,922.98",""
"2003","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","79,670.38",""
"2004","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","83,140.18",""
"2005","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","85,644.33",""
"2006","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","87,003.39",""
"2007","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","90,867.39",""
"2008","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","91,648.12",""
"2009","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","86,013.54",""
"2010","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","89,900.36",""
"2011","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","91,702.33",""
"2012","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","94,096.61",""
"2013","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","96,933.21",""
"2014","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","100,603.24","e"
"2015","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","106,667","e"
"2016","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","107,113.99","e"
"2017","DE60","Hamburg","MIO_PPS","Million purchasing power standards (PPS)","110,274.31","e"
"2000","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","180,728.18",""
"2001","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","188,288.91",""
"2002","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","190,659.33",""
"2003","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","196,659.97",""
"2004","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","203,538.55",""
"2005","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","206,704.71",""
"2006","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","213,596.73",""
"2007","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","223,722.09",""
"2008","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","222,095.03",""
"2009","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","205,850.5",""
"2010","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","215,935.38",""
"2011","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","225,330.65",""
"2012","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","228,500.89",""
"2013","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","231,190.14",""
"2014","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","243,390.25","e"
"2015","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","251,795.7","e"
"2016","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","255,970.28","e"
"2017","DE7","Hessen","MIO_PPS","Million purchasing power standards (PPS)","262,162.14","e"
"2000","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","130,149.17",""
"2001","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","136,042.86",""
"2002","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","137,177.43",""
"2003","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","141,627.5",""
"2004","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","146,487",""
"2005","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","148,786.87",""
"2006","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","153,710.38",""
"2007","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","160,693",""
"2008","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","159,308.86",""
"2009","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","148,171.68",""
"2010","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","155,020.75",""
"2011","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","161,770.29",""
"2012","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","164,216.6",""
"2013","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","166,115.98",""
"2014","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","174,904.54","e"
"2015","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","180,482.99","e"
"2016","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","183,131.17","e"
"2017","DE71","Darmstadt","MIO_PPS","Million purchasing power standards (PPS)","187,437.64","e"
"2000","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","22,698.68",""
"2001","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","23,433.72",""
"2002","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","23,892.64",""
"2003","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","24,259.22",""
"2004","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","25,561.12",""
"2005","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","26,119.91",""
"2006","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","26,876.17",""
"2007","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","28,509.11",""
"2008","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","28,744.23",""
"2009","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","25,782.28",""
"2010","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","27,042.08",""
"2011","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","28,375.52",""
"2012","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","28,572.39",""
"2013","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","28,711.88",""
"2014","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","30,356.77","e"
"2015","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","31,431.74","e"
"2016","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","31,840.61","e"
"2017","DE72","Gießen","MIO_PPS","Million purchasing power standards (PPS)","32,682.38","e"
"2000","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","27,880.32",""
"2001","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","28,812.33",""
"2002","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","29,589.25",""
"2003","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","30,773.24",""
"2004","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","31,490.44",""
"2005","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","31,797.93",""
"2006","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","33,010.18",""
"2007","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","34,519.98",""
"2008","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","34,041.95",""
"2009","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","31,896.53",""
"2010","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","33,872.54",""
"2011","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","35,184.84",""
"2012","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","35,711.89",""
"2013","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","36,362.29",""
"2014","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","38,128.94","e"
"2015","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","39,880.98","e"
"2016","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","40,998.48","e"
"2017","DE73","Kassel","MIO_PPS","Million purchasing power standards (PPS)","42,042.11","e"
"2000","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","27,062.58",""
"2001","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","27,641.31",""
"2002","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","28,104.68",""
"2003","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","28,503.43",""
"2004","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","29,602.53",""
"2005","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","30,023.89",""
"2006","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","30,899.22",""
"2007","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","32,933.98",""
"2008","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","33,185.61",""
"2009","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","31,980.9",""
"2010","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","33,239.44",""
"2011","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","34,685.76",""
"2012","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","35,242.12",""
"2013","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","36,081.28",""
"2014","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","37,897.81","e"
"2015","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","39,019.41","e"
"2016","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","38,969.39","e"
"2017","DE8","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","40,195","e"
"2000","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","27,062.58",""
"2001","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","27,641.31",""
"2002","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","28,104.68",""
"2003","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","28,503.43",""
"2004","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","29,602.53",""
"2005","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","30,023.89",""
"2006","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","30,899.22",""
"2007","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","32,933.98",""
"2008","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","33,185.61",""
"2009","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","31,980.9",""
"2010","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","33,239.44",""
"2011","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","34,685.76",""
"2012","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","35,242.12",""
"2013","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","36,081.28",""
"2014","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","37,897.81","e"
"2015","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","39,019.41","e"
"2016","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","38,969.39","e"
"2017","DE80","Mecklenburg-Vorpommern","MIO_PPS","Million purchasing power standards (PPS)","40,195","e"
"2000","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","170,811.1",""
"2001","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","174,676.36",""
"2002","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","174,826.2",""
"2003","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","176,586.29",""
"2004","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","185,055.06",""
"2005","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","190,674.34",""
"2006","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","199,490.99",""
"2007","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","209,907.36",""
"2008","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","211,166.08",""
"2009","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","196,783.81",""
"2010","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","211,829.52",""
"2011","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","225,626.68",""
"2012","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","231,854.03",""
"2013","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","232,841.28",""
"2014","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","244,617.67","e"
"2015","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","250,432.2","e"
"2016","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","263,450.12","e"
"2017","DE9","Niedersachsen","MIO_PPS","Million purchasing power standards (PPS)","271,531.3","e"
"2000","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","39,854.07",""
"2001","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","41,116.88",""
"2002","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","39,948.62",""
"2003","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","40,683.3",""
"2004","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","42,676.18",""
"2005","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","44,158.33",""
"2006","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","45,554.89",""
"2007","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","48,627.3",""
"2008","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","47,770.79",""
"2009","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","43,160.05",""
"2010","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","48,508.33",""
"2011","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","53,002.68",""
"2012","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","54,130.5",""
"2013","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","54,503.59",""
"2014","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","57,789.01","e"
"2015","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","56,238.43","e"
"2016","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","65,531.03","e"
"2017","DE91","Braunschweig","MIO_PPS","Million purchasing power standards (PPS)","67,402.8","e"
"2000","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","51,061.9",""
"2001","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","51,746.67",""
"2002","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","52,813.1",""
"2003","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","53,046.6",""
"2004","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","54,696.43",""
"2005","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","57,650.17",""
"2006","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","60,556",""
"2007","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","62,141.16",""
"2008","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","62,868.95",""
"2009","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","58,806.41",""
"2010","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","62,258.03",""
"2011","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","66,048.77",""
"2012","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","67,416.3",""
"2013","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","66,781.59",""
"2014","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","69,718.09","e"
"2015","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","71,940.29","e"
"2016","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","74,008.62","e"
"2017","DE92","Hannover","MIO_PPS","Million purchasing power standards (PPS)","76,047.48","e"
"2000","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","28,781.81",""
"2001","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","29,201.18",""
"2002","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","29,564.33",""
"2003","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","29,832.81",""
"2004","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","31,222.82",""
"2005","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","31,636.2",""
"2006","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","33,001.22",""
"2007","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","34,908.44",""
"2008","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","35,050.15",""
"2009","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","33,444.37",""
"2010","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","35,165.24",""
"2011","DE93","Lüneburg","MIO_PPS","Million purchasing power standards (PPS)","36,989.25",""
