"TIME","GEO","GEO_LABEL","UNIT","DIRECT","NA_ITEM","Value","Flag and Footnotes"
"1998","AT21","Kärnten","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","AT22","Steiermark","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","AT3","Westösterreich","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","AT31","Oberösterreich","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","AT32","Salzburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","AT33","Tirol","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","AT34","Vorarlberg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","ATZ","Extra-Regio NUTS 1","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","ATZZ","Extra-Regio NUTS 2","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL","Poland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL2","Makroregion Poludniowy","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL21","Malopolskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL22","Slaskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL4","Makroregion Pólnocno-Zachodni","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL41","Wielkopolskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL42","Zachodniopomorskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL43","Lubuskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL5","Makroregion Poludniowo-Zachodni","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL51","Dolnoslaskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL52","Opolskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL6","Makroregion Pólnocny","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL61","Kujawsko-Pomorskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL62","Warminsko-Mazurskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL63","Pomorskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL7","Makroregion Centralny","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL71","Lódzkie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL72","Swietokrzyskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL8","Makroregion Wschodni","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL81","Lubelskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL82","Podkarpackie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL84","Podlaskie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL9","Makroregion Województwo Mazowieckie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL91","Warszawski stoleczny","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PL92","Mazowiecki regionalny","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","PT","Portugal","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","97,523.8",""
"1998","PT1","Continente","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","93,322.81",""
"1998","PT11","Norte","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","29,415.88",""
"1998","PT15","Algarve","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","3,886.27",""
"1998","PT16","Centro (PT)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","19,262.53",""
"1998","PT17","Área Metropolitana de Lisboa","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","33,891.15",""
"1998","PT18","Alentejo","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","6,866.98",""
"1998","PT2","Região Autónoma dos Açores (PT)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","1,998.64",""
"1998","PT20","Região Autónoma dos Açores (PT)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","1,998.64",""
"1998","PT3","Região Autónoma da Madeira (PT)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","2,202.35",""
"1998","PT30","Região Autónoma da Madeira (PT)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","2,202.35",""
"1998","RO","Romania","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO1","Macroregiunea unu","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO11","Nord-Vest","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO12","Centru","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO2","Macroregiunea doi","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO21","Nord-Est","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO22","Sud-Est","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO3","Macroregiunea trei","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO31","Sud - Muntenia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO32","Bucuresti - Ilfov","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO4","Macroregiunea patru","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO41","Sud-Vest Oltenia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","RO42","Vest","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SI","Slovenia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SI0","Slovenija","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SI03","Vzhodna Slovenija","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SI04","Zahodna Slovenija","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SK","Slovakia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SK0","Slovensko","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SK01","Bratislavský kraj","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SK02","Západné Slovensko","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SK03","Stredné Slovensko","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SK04","Východné Slovensko","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","FI","Finland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","FI1","Manner-Suomi","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","FI19","Länsi-Suomi","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","FI1B","Helsinki-Uusimaa","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","FI1C","Etelä-Suomi","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","FI1D","Pohjois- ja Itä-Suomi","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","FI2","Åland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","FI20","Åland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE","Sweden","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE1","Östra Sverige","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE11","Stockholm","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE12","Östra Mellansverige","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE2","Södra Sverige","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE21","Småland med öarna","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE22","Sydsverige","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE23","Västsverige","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE3","Norra Sverige","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE31","Norra Mellansverige","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE32","Mellersta Norrland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","SE33","Övre Norrland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UK","United Kingdom","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKC","North East (UK)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKC1","Tees Valley and Durham","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKC2","Northumberland and Tyne and Wear","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKD","North West (UK)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKD1","Cumbria","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKD3","Greater Manchester","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKD4","Lancashire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKD6","Cheshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKD7","Merseyside","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKE","Yorkshire and The Humber","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKE1","East Yorkshire and Northern Lincolnshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKE2","North Yorkshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKE3","South Yorkshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKE4","West Yorkshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKF","East Midlands (UK)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKF1","Derbyshire and Nottinghamshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKF2","Leicestershire, Rutland and Northamptonshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKF3","Lincolnshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKG","West Midlands (UK)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKG1","Herefordshire, Worcestershire and Warwickshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKG2","Shropshire and Staffordshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKG3","West Midlands","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKH","East of England","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKH1","East Anglia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKH2","Bedfordshire and Hertfordshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKH3","Essex","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKI","London","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKI3","Inner London - West","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKI4","Inner London - East","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKI5","Outer London - East and North East","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKI6","Outer London - South","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKI7","Outer London - West and North West","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKJ","South East (UK)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKJ2","Surrey, East and West Sussex","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKJ3","Hampshire and Isle of Wight","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKJ4","Kent","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKK","South West (UK)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKK2","Dorset and Somerset","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKK3","Cornwall and Isles of Scilly","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKK4","Devon","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKL","Wales","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKL1","West Wales and The Valleys","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKL2","East Wales","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKM","Scotland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKM5","North Eastern Scotland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKM6","Highlands and Islands","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKM7","Eastern Scotland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKM8","West Central Scotland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKM9","Southern Scotland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKN","Northern Ireland (UK)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKN0","Northern Ireland (UK)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKZ","Extra-Regio NUTS 1","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","UKZZ","Extra-Regio NUTS 2","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","NO","Norway","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","NO0","Norge","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","NO01","Oslo og Akershus","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","NO02","Hedmark og Oppland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","NO03","Sør-Østlandet","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","NO04","Agder og Rogaland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","NO05","Vestlandet","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","NO06","Trøndelag","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","NO07","Nord-Norge","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","ME","Montenegro","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","ME0","Crna Gora","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1998","ME00","Crna Gora","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","EU27_2020","European Union - 27 countries (from 2020)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","BE","Belgium","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","168,157.45",""
"1999","BE1","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","15,676.13",""
"1999","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","15,676.13",""
"1999","BE2","Vlaams Gewest","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","104,621.56",""
"1999","BE21","Prov. Antwerpen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","28,739.17",""
"1999","BE22","Prov. Limburg (BE)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","12,078.13",""
"1999","BE23","Prov. Oost-Vlaanderen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","24,104.32",""
"1999","BE24","Prov. Vlaams-Brabant","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","21,457",""
"1999","BE25","Prov. West-Vlaanderen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","18,242.85",""
"1999","BE3","Région wallonne","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","47,859.75",""
"1999","BE31","Prov. Brabant wallon","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","7,116.54",""
"1999","BE32","Prov. Hainaut","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","16,386.06",""
"1999","BE33","Prov. Liège","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","14,369.02",""
"1999","BE34","Prov. Luxembourg (BE)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","3,417.67",""
"1999","BE35","Prov. Namur","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","6,570.45",""
"1999","BEZ","Extra-Regio NUTS 1","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","0",""
"1999","BEZZ","Extra-Regio NUTS 2","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","0",""
"1999","BG","Bulgaria","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","BG3","Severna i yugoiztochna Bulgaria","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","BG31","Severozapaden","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","BG32","Severen tsentralen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","BG33","Severoiztochen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","BG34","Yugoiztochen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","BG4","Yugozapadna i yuzhna tsentralna Bulgaria","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","BG41","Yugozapaden","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","BG42","Yuzhen tsentralen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","CZ","Czechia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","79,035.68",""
"1999","CZ0","Cesko","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","79,035.68",""
"1999","CZ01","Praha","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","12,294",""
"1999","CZ02","Strední Cechy","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","9,168.54",""
"1999","CZ03","Jihozápad","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","9,118.68",""
"1999","CZ04","Severozápad","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","8,354.13",""
"1999","CZ05","Severovýchod","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","10,832.76",""
"1999","CZ06","Jihovýchod","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","11,673.74",""
"1999","CZ07","Strední Morava","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","8,604.42",""
"1999","CZ08","Moravskoslezsko","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","8,989.42",""
"1999","DK","Denmark","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DK0","Danmark","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DK01","Hovedstaden","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DK02","Sjælland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DK03","Syddanmark","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DK04","Midtjylland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DK05","Nordjylland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE","Germany (until 1990 former territory of the FRG)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE1","Baden-Württemberg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE11","Stuttgart","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE12","Karlsruhe","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE13","Freiburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE14","Tübingen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE2","Bayern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE21","Oberbayern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE22","Niederbayern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE23","Oberpfalz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE24","Oberfranken","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE25","Mittelfranken","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE26","Unterfranken","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE27","Schwaben","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE3","Berlin","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE30","Berlin","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE4","Brandenburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE40","Brandenburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE5","Bremen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE50","Bremen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE6","Hamburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE60","Hamburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE7","Hessen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE71","Darmstadt","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE72","Gießen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE73","Kassel","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE8","Mecklenburg-Vorpommern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE80","Mecklenburg-Vorpommern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE9","Niedersachsen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE91","Braunschweig","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE92","Hannover","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE93","Lüneburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DE94","Weser-Ems","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEA","Nordrhein-Westfalen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEA1","Düsseldorf","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEA2","Köln","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEA3","Münster","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEA4","Detmold","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEA5","Arnsberg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEB","Rheinland-Pfalz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEB1","Koblenz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEB2","Trier","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEB3","Rheinhessen-Pfalz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEC","Saarland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DEC0","Saarland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DED","Sachsen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DED2","Dresden","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DED4","Chemnitz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1999","DED5","Leipzig","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
