TIME,TIME_LABEL,GEO,GEO_LABEL,SEX,AGE,UNIT,Value,Flag and Footnotes
1997,1997,LT00,Lietuva (NUTS 2013),Total,Total,Number,3588013,
1991,1991,RO31,Sud - Muntenia,Total,Total,Number,3589037,
2013,2013,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3591131,
2013,2013,NL4,Zuid-Nederland,Total,Total,Number,3592902,
2011,2011,TR41,"Bursa, Eskisehir, Bilecik",Total,Total,Number,3595460,
1992,1992,DE71,Darmstadt,Total,Total,Number,3596111,
2016,2016,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3596383,
2011,2011,AT1,Ostösterreich,Total,Total,Number,3596910,
2016,2016,DEA5,Arnsberg,Total,Total,Number,3597297,
1995,1995,IE,Ireland,Total,Total,Number,3597617,
1995,1995,IE0,Éire/Ireland,Total,Total,Number,3597617,
2014,2014,NL4,Zuid-Nederland,Total,Total,Number,3599280,
2015,2015,NL33,Zuid-Holland,Total,Total,Number,3600011,
2015,2015,BE3,Région wallonne,Total,Total,Number,3600164,
2011,2011,FRG,Pays-de-la-Loire,Total,Total,Number,3601113,
2011,2011,FRG0,Pays-de-la-Loire,Total,Total,Number,3601113,
2011,2011,FR51,Pays de la Loire (NUTS 2013),Total,Total,Number,3601113,
2012,2012,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3602340,
2008,2008,TR62,"Adana, Mersin",Total,Total,Number,3602588,
2017,2017,NL2,Oost-Nederland,Total,Total,Number,3603406,
2016,2016,PT11,Norte,Total,Total,Number,3603778,e
2015,2015,NL4,Zuid-Nederland,Total,Total,Number,3606692,
1998,1998,PT11,Norte,Total,Total,Number,3608348,
1990,1990,DE11,Stuttgart,Total,Total,Number,3609977,
1991,1991,EL3,Attiki,Total,Total,Number,3612748,
1991,1991,EL30,Attiki,Total,Total,Number,3612748,
2018,2018,DE3,Berlin,Total,Total,Number,3613495,
2018,2018,DE30,Berlin,Total,Total,Number,3613495,
2017,2017,TRC2,"Sanliurfa, Diyarbakir",Total,Total,Number,3613746,
2011,2011,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3614156,
2016,2016,NL4,Zuid-Nederland,Total,Total,Number,3615009,
2008,2008,ITI1,Toscana,Total,Total,Number,3615187,
1996,1996,LT,Lithuania,Total,Total,Number,3615212,
1996,1996,LT0,Lietuva,Total,Total,Number,3615212,
1996,1996,LT00,Lietuva (NUTS 2013),Total,Total,Number,3615212,
2012,2012,AT1,Ostösterreich,Total,Total,Number,3617321,
2016,2016,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Total,Total,Number,3617728,
2016,2016,BE3,Région wallonne,Total,Total,Number,3617833,
2009,2009,TRB,Ortadogu Anadolu,Total,Total,Number,3618056,
1990,1990,RO31,Sud - Muntenia,Total,Total,Number,3619796,
1996,1996,IE,Ireland,Total,Total,Number,3620065,
1996,1996,IE0,Éire/Ireland,Total,Total,Number,3620065,
2015,2015,PT11,Norte,Total,Total,Number,3621785,e
2016,2016,NL33,Zuid-Holland,Total,Total,Number,3622303,
2018,2018,NL2,Oost-Nederland,Total,Total,Number,3623274,
2010,2010,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3623520,
2011,2011,SE1,Östra Sverige,Total,Total,Number,3623591,
2017,2017,BE3,Région wallonne,Total,Total,Number,3626571,
2009,2009,TR62,"Adana, Mersin",Total,Total,Number,3629227,
1999,1999,PT11,Norte,Total,Total,Number,3629750,
2017,2017,NL4,Zuid-Nederland,Total,Total,Number,3630077,
2009,2009,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3630374,
2015,2015,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3631150,
2012,2012,FRG,Pays-de-la-Loire,Total,Total,Number,3632614,
2012,2012,FRG0,Pays-de-la-Loire,Total,Total,Number,3632614,
2012,2012,FR51,Pays de la Loire (NUTS 2013),Total,Total,Number,3632614,
2018,2018,BE3,Région wallonne,Total,Total,Number,3633803,
2012,2012,TR41,"Bursa, Eskisehir, Bilecik",Total,Total,Number,3637222,
2010,2010,TRB,Ortadogu Anadolu,Total,Total,Number,3638401,
2008,2008,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3639314,
2009,2009,ITI1,Toscana,Total,Total,Number,3641389,
1995,1995,LT,Lithuania,Total,Total,Number,3642991,
1995,1995,LT0,Lietuva,Total,Total,Number,3642991,
1995,1995,LT00,Lietuva (NUTS 2013),Total,Total,Number,3642991,
2014,2014,PT11,Norte,Total,Total,Number,3644195,
2018,2018,NL4,Zuid-Nederland,Total,Total,Number,3645484,
2013,2013,AT1,Ostösterreich,Total,Total,Number,3646529,
2011,2011,TRB,Ortadogu Anadolu,Total,Total,Number,3647531,
1993,1993,DE71,Darmstadt,Total,Total,Number,3649645,
2007,2007,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3649934,
2017,2017,NL33,Zuid-Holland,Total,Total,Number,3650222,
2000,2000,PT11,Norte,Total,Total,Number,3652110,
1997,1997,IE,Ireland,Total,Total,Number,3654955,
1997,1997,IE0,Éire/Ireland,Total,Total,Number,3654955,
2010,2010,ITI1,Toscana,Total,Total,Number,3657340,
2006,2006,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3660706,
2013,2013,FRG,Pays-de-la-Loire,Total,Total,Number,3660852,
2013,2013,FRG0,Pays-de-la-Loire,Total,Total,Number,3660852,
2013,2013,FR51,Pays de la Loire (NUTS 2013),Total,Total,Number,3660852,
2014,2014,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3664440,
1992,1992,EL3,Attiki,Total,Total,Number,3665865,
1992,1992,EL30,Attiki,Total,Total,Number,3665865,
2013,2013,PT11,Norte,Total,Total,Number,3666234,
2012,2012,ITI1,Toscana,Total,Total,Number,3667780,
2011,2011,ITI1,Toscana,Total,Total,Number,3668948,
2012,2012,SE1,Östra Sverige,Total,Total,Number,3669570,
1995,1995,DE71,Darmstadt,Total,Total,Number,3669956,
1994,1994,DE71,Darmstadt,Total,Total,Number,3671031,
1994,1994,LT,Lithuania,Total,Total,Number,3671296,
1994,1994,LT0,Lietuva,Total,Total,Number,3671296,
1994,1994,LT00,Lietuva (NUTS 2013),Total,Total,Number,3671296,
2005,2005,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3671470,
2010,2010,DEA5,Arnsberg,Total,Total,Number,3676032,
2014,2014,AT1,Ostösterreich,Total,Total,Number,3679647,
2001,2001,PT11,Norte,Total,Total,Number,3679741,
2004,2004,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3680894,
2018,2018,NL33,Zuid-Holland,Total,Total,Number,3681044,
2013,2013,TR41,"Bursa, Eskisehir, Bilecik",Total,Total,Number,3682037,
1991,1991,DE11,Stuttgart,Total,Total,Number,3683101,
1996,1996,DE71,Darmstadt,Total,Total,Number,3684624,
1990,1990,DEA5,Arnsberg,Total,Total,Number,3685240,
2018,2018,TRC2,"Sanliurfa, Diyarbakir",Total,Total,Number,3685654,
1990,1990,SE2,Södra Sverige,Total,Total,Number,3686251,
2012,2012,PT11,Norte,Total,Total,Number,3687224,
2003,2003,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3690083,
2014,2014,FRG,Pays-de-la-Loire,Total,Total,Number,3690833,
2014,2014,FRG0,Pays-de-la-Loire,Total,Total,Number,3690833,
2014,2014,FR51,Pays de la Loire (NUTS 2013),Total,Total,Number,3690833,
2013,2013,ITI1,Toscana,Total,Total,Number,3692828,
2013,2013,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3693421,
1998,1998,IE,Ireland,Total,Total,Number,3693582,
1998,1998,IE0,Éire/Ireland,Total,Total,Number,3693582,
2011,2011,PT11,Norte,Total,Total,Number,3693585,b
1990,1990,LT,Lithuania,Total,Total,Number,3693708,
1990,1990,LT0,Lietuva,Total,Total,Number,3693708,
1990,1990,LT00,Lietuva (NUTS 2013),Total,Total,Number,3693708,
1993,1993,LT,Lithuania,Total,Total,Number,3693929,
1993,1993,LT0,Lietuva,Total,Total,Number,3693929,
1993,1993,LT00,Lietuva (NUTS 2013),Total,Total,Number,3693929,
2018,2018,PL7,Makroregion Centralny,Total,Total,Number,3694464,
1997,1997,DE71,Darmstadt,Total,Total,Number,3694537,
2002,2002,PT11,Norte,Total,Total,Number,3696333,
1998,1998,DE71,Darmstadt,Total,Total,Number,3697606,
2002,2002,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3699428,
2009,2009,DEA5,Arnsberg,Total,Total,Number,3699748,
1993,1993,EL3,Attiki,Total,Total,Number,3700526,
1993,1993,EL30,Attiki,Total,Total,Number,3700526,
1990,1990,DEB,Rheinland-Pfalz,Total,Total,Number,3701657,
1991,1991,LT,Lithuania,Total,Total,Number,3701968,
1991,1991,LT0,Lietuva,Total,Total,Number,3701968,
1991,1991,LT00,Lietuva (NUTS 2013),Total,Total,Number,3701968,
1999,1999,DE71,Darmstadt,Total,Total,Number,3703089,
2010,2010,TR62,"Adana, Mersin",Total,Total,Number,3703114,
2011,2011,RO21,Nord-Est,Total,Total,Number,3703283,
2010,2010,PT11,Norte,Total,Total,Number,3705980,
1992,1992,LT,Lithuania,Total,Total,Number,3706299,
1992,1992,LT0,Lietuva,Total,Total,Number,3706299,
1992,1992,LT00,Lietuva (NUTS 2013),Total,Total,Number,3706299,
2003,2003,PT11,Norte,Total,Total,Number,3708294,
2017,2017,PL7,Makroregion Centralny,Total,Total,Number,3709138,
2012,2012,TRB,Ortadogu Anadolu,Total,Total,Number,3709838,
2010,2010,RO21,Nord-Est,Total,Total,Number,3712396,
2009,2009,PT11,Norte,Total,Total,Number,3712554,
2004,2004,PT11,Norte,Total,Total,Number,3713740,
1991,1991,SE2,Södra Sverige,Total,Total,Number,3716424,
2013,2013,SE1,Östra Sverige,Total,Total,Number,3716827,
2005,2005,PT11,Norte,Total,Total,Number,3716870,
2009,2009,RO21,Nord-Est,Total,Total,Number,3717621,
2006,2006,PT11,Norte,Total,Total,Number,3718061,
2015,2015,FRG,Pays-de-la-Loire,Total,Total,Number,3718512,
2015,2015,FRG0,Pays-de-la-Loire,Total,Total,Number,3718512,
2015,2015,FR51,Pays de la Loire (NUTS 2013),Total,Total,Number,3718512,p
2000,2000,DE71,Darmstadt,Total,Total,Number,3719354,
2017,2017,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Total,Total,Number,3719652,
2008,2008,PT11,Norte,Total,Total,Number,3719773,
2007,2007,PT11,Norte,Total,Total,Number,3719898,
2016,2016,PL7,Makroregion Centralny,Total,Total,Number,3721245,
1990,1990,DE21,Oberbayern,Total,Total,Number,3721332,
2015,2015,AT1,Ostösterreich,Total,Total,Number,3722471,
2008,2008,RO21,Nord-Est,Total,Total,Number,3722553,
2008,2008,DEA5,Arnsberg,Total,Total,Number,3723712,
2012,2012,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3724884,
2007,2007,RO21,Nord-Est,Total,Total,Number,3727910,
1994,1994,EL3,Attiki,Total,Total,Number,3730628,
1994,1994,EL30,Attiki,Total,Total,Number,3730628,
1991,1991,DEA5,Arnsberg,Total,Total,Number,3731987,
1999,1999,IE,Ireland,Total,Total,Number,3732201,
1999,1999,IE0,Éire/Ireland,Total,Total,Number,3732201,
2011,2011,TR62,"Adana, Mersin",Total,Total,Number,3733124,
2011,2011,DE71,Darmstadt,Total,Total,Number,3734199,b
2018,2018,RO4,Macroregiunea patru,Total,Total,Number,3734462,
2006,2006,RO21,Nord-Est,Total,Total,Number,3734946,
2005,2005,RO21,Nord-Est,Total,Total,Number,3735512,
2018,2018,ITI1,Toscana,Total,Total,Number,3736968,
2001,2001,DE71,Darmstadt,Total,Total,Number,3737589,
2016,2016,FRG,Pays-de-la-Loire,Total,Total,Number,3737632,
2016,2016,FRG0,Pays-de-la-Loire,Total,Total,Number,3737632,
2015,2015,PL7,Makroregion Centralny,Total,Total,Number,3737795,
2008,2008,TR31,Izmir,Total,Total,Number,3739353,
1992,1992,SE2,Södra Sverige,Total,Total,Number,3739854,
2007,2007,DEA5,Arnsberg,Total,Total,Number,3742162,
2017,2017,ITI1,Toscana,Total,Total,Number,3742437,
2016,2016,FR51,Pays de la Loire (NUTS 2013),Total,Total,Number,3742638,p
2004,2004,RO21,Nord-Est,Total,Total,Number,3742868,
2002,2002,RO21,Nord-Est,Total,Total,Number,3743950,
2016,2016,ITI1,Toscana,Total,Total,Number,3744398,
2003,2003,RO21,Nord-Est,Total,Total,Number,3746330,
2002,2002,DE71,Darmstadt,Total,Total,Number,3746852,
2014,2014,TR41,"Bursa, Eskisehir, Bilecik",Total,Total,Number,3749582,
2014,2014,ITI1,Toscana,Total,Total,Number,3750511,
1992,1992,DE11,Stuttgart,Total,Total,Number,3751156,
2014,2014,PL7,Makroregion Centralny,Total,Total,Number,3751902,
2015,2015,ITI1,Toscana,Total,Total,Number,3752654,
2011,2011,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3755275,
1995,1995,EL3,Attiki,Total,Total,Number,3755616,
1995,1995,EL30,Attiki,Total,Total,Number,3755616,
2017,2017,FRG,Pays-de-la-Loire,Total,Total,Number,3756053,
2017,2017,FRG0,Pays-de-la-Loire,Total,Total,Number,3756053,
2013,2013,TRB,Ortadogu Anadolu,Total,Total,Number,3756322,
2018,2018,EL3,Attiki,Total,Total,Number,3756453,
2018,2018,EL30,Attiki,Total,Total,Number,3756453,
1992,1992,DEA5,Arnsberg,Total,Total,Number,3758890,
1993,1993,SE2,Södra Sverige,Total,Total,Number,3760075,
2006,2006,DEA5,Arnsberg,Total,Total,Number,3760454,
2003,2003,DE71,Darmstadt,Total,Total,Number,3761749,
2004,2004,DE71,Darmstadt,Total,Total,Number,3762995,
1991,1991,DEB,Rheinland-Pfalz,Total,Total,Number,3763534,
2012,2012,DE71,Darmstadt,Total,Total,Number,3763611,
2017,2017,RO4,Macroregiunea patru,Total,Total,Number,3765643,
2017,2017,FR51,Pays de la Loire (NUTS 2013),Total,Total,Number,3765798,p
2014,2014,SE1,Östra Sverige,Total,Total,Number,3768389,
1993,1993,RO21,Nord-Est,Total,Total,Number,3769292,
2018,2018,FRG,Pays-de-la-Loire,Total,Total,Number,3771669,
2018,2018,FRG0,Pays-de-la-Loire,Total,Total,Number,3771669,
2007,2007,DE71,Darmstadt,Total,Total,Number,3772906,
2017,2017,EL3,Attiki,Total,Total,Number,3773559,
2017,2017,EL30,Attiki,Total,Total,Number,3773559,
2014,2014,TRB,Ortadogu Anadolu,Total,Total,Number,3774582,
2005,2005,DE71,Darmstadt,Total,Total,Number,3775025,
1994,1994,RO21,Nord-Est,Total,Total,Number,3776344,
2005,2005,DEA5,Arnsberg,Total,Total,Number,3776723,
2012,2012,TR62,"Adana, Mersin",Total,Total,Number,3776744,
2008,2008,TR7,Orta Anadolu,Total,Total,Number,3776927,
2000,2000,IE,Ireland,Total,Total,Number,3777565,
2000,2000,IE0,Éire/Ireland,Total,Total,Number,3777565,
2006,2006,DE71,Darmstadt,Total,Total,Number,3778124,
2008,2008,DE71,Darmstadt,Total,Total,Number,3780232,
1995,1995,RO21,Nord-Est,Total,Total,Number,3780653,
2016,2016,EL3,Attiki,Total,Total,Number,3781274,
2016,2016,EL30,Attiki,Total,Total,Number,3781274,
1994,1994,SE2,Södra Sverige,Total,Total,Number,3781748,
1990,1990,RO21,Nord-Est,Total,Total,Number,3781932,
1996,1996,EL3,Attiki,Total,Total,Number,3782407,
1996,1996,EL30,Attiki,Total,Total,Number,3782407,
2009,2009,DE71,Darmstadt,Total,Total,Number,3784767,
2016,2016,AT1,Ostösterreich,Total,Total,Number,3784928,
1993,1993,DEA5,Arnsberg,Total,Total,Number,3786540,
2004,2004,DEA5,Arnsberg,Total,Total,Number,3786638,
1997,1997,RO21,Nord-Est,Total,Total,Number,3787028,
1996,1996,RO21,Nord-Est,Total,Total,Number,3790486,
2013,2013,DE71,Darmstadt,Total,Total,Number,3791381,
2009,2009,TR7,Orta Anadolu,Total,Total,Number,3792508,
2010,2010,DE71,Darmstadt,Total,Total,Number,3792941,
1998,1998,RO21,Nord-Est,Total,Total,Number,3793851,
2016,2016,RO4,Macroregiunea patru,Total,Total,Number,3795694,
2009,2009,TR31,Izmir,Total,Total,Number,3795978,
2010,2010,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3798246,
2003,2003,DEA5,Arnsberg,Total,Total,Number,3800729,
1991,1991,RO21,Nord-Est,Total,Total,Number,3801267,
1991,1991,DE21,Oberbayern,Total,Total,Number,3801482,
2015,2015,TRB,Ortadogu Anadolu,Total,Total,Number,3801911,
1997,1997,EL3,Attiki,Total,Total,Number,3802708,
1997,1997,EL30,Attiki,Total,Total,Number,3802708,
2002,2002,DEA5,Arnsberg,Total,Total,Number,3803327,
2018,2018,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Total,Total,Number,3805481,
2001,2001,DEA5,Arnsberg,Total,Total,Number,3805904,
1994,1994,DEA5,Arnsberg,Total,Total,Number,3806630,
1993,1993,DE11,Stuttgart,Total,Total,Number,3807445,
1999,1999,RO21,Nord-Est,Total,Total,Number,3808273,
2013,2013,TR62,"Adana, Mersin",Total,Total,Number,3808483,
2015,2015,TR41,"Bursa, Eskisehir, Bilecik",Total,Total,Number,3809784,
1992,1992,RO21,Nord-Est,Total,Total,Number,3813776,
2018,2018,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3814166,
2000,2000,DEA5,Arnsberg,Total,Total,Number,3814258,
1999,1999,DEA5,Arnsberg,Total,Total,Number,3815118,
1995,1995,SE2,Södra Sverige,Total,Total,Number,3816886,
2017,2017,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3816928,
2016,2016,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3817181,
1995,1995,DEA5,Arnsberg,Total,Total,Number,3817336,
2015,2015,SE1,Östra Sverige,Total,Total,Number,3819610,
2000,2000,RO21,Nord-Est,Total,Total,Number,3820101,
2001,2001,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3820954,
1992,1992,DEB,Rheinland-Pfalz,Total,Total,Number,3821258,
2014,2014,DE71,Darmstadt,Total,Total,Number,3822479,
1998,1998,DEA5,Arnsberg,Total,Total,Number,3822701,
2015,2015,EL3,Attiki,Total,Total,Number,3822843,
2015,2015,EL30,Attiki,Total,Total,Number,3822843,
2016,2016,TRB,Ortadogu Anadolu,Total,Total,Number,3824817,
2015,2015,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3825251,
2017,2017,AT1,Ostösterreich,Total,Total,Number,3825277,
2000,2000,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3826244,
1997,1997,DEA5,Arnsberg,Total,Total,Number,3827238,
1996,1996,DEA5,Arnsberg,Total,Total,Number,3827480,
2015,2015,RO4,Macroregiunea patru,Total,Total,Number,3827521,
2017,2017,TRB,Ortadogu Anadolu,Total,Total,Number,3827576,
1996,1996,SE2,Södra Sverige,Total,Total,Number,3827771,
1997,1997,SE2,Södra Sverige,Total,Total,Number,3829662,
2014,2014,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3829805,
1998,1998,SE2,Södra Sverige,Total,Total,Number,3830271,
2001,2001,RO21,Nord-Est,Total,Total,Number,3831216,
2010,2010,TR7,Orta Anadolu,Total,Total,Number,3831373,
1998,1998,EL3,Attiki,Total,Total,Number,3831464,
1998,1998,EL30,Attiki,Total,Total,Number,3831464,
1999,1999,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3831860,
1994,1994,DE11,Stuttgart,Total,Total,Number,3832123,
2001,2001,IE,Ireland,Total,Total,Number,3832783,
2001,2001,IE0,Éire/Ireland,Total,Total,Number,3832783,
1999,1999,SE2,Södra Sverige,Total,Total,Number,3833181,
2000,2000,SE2,Södra Sverige,Total,Total,Number,3835001,
2009,2009,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3836745,
2018,2018,HU3,Alföld és Észak,Total,Total,Number,3838906,
2013,2013,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3841347,
1995,1995,DE11,Stuttgart,Total,Total,Number,3841565,
1990,1990,ES52,Comunidad Valenciana,Total,Total,Number,3841820,
2012,2012,TR7,Orta Anadolu,Total,Total,Number,3843731,
1998,1998,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3843766,
2012,2012,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3846396,
2001,2001,SE2,Södra Sverige,Total,Total,Number,3846633,
1992,1992,DE21,Oberbayern,Total,Total,Number,3848132,
2011,2011,TR7,Orta Anadolu,Total,Total,Number,3849267,
2011,2011,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3851089,
2014,2014,RO4,Macroregiunea patru,Total,Total,Number,3851255,
2010,2010,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3851792,b
2018,2018,AT1,Ostösterreich,Total,Total,Number,3852119,
2013,2013,TR7,Orta Anadolu,Total,Total,Number,3853025,
2018,2018,TRB,Ortadogu Anadolu,Total,Total,Number,3854869,
2014,2014,TR62,"Adana, Mersin",Total,Total,Number,3855034,
1991,1991,ES52,Comunidad Valenciana,Total,Total,Number,3855982,
1999,1999,EL3,Attiki,Total,Total,Number,3857302,
1999,1999,EL30,Attiki,Total,Total,Number,3857302,
2002,2002,SE2,Södra Sverige,Total,Total,Number,3860613,
1996,1996,DE11,Stuttgart,Total,Total,Number,3862311,
1997,1997,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3862322,
2014,2014,EL3,Attiki,Total,Total,Number,3863763,
2014,2014,EL30,Attiki,Total,Total,Number,3863763,
2015,2015,DE71,Darmstadt,Total,Total,Number,3863818,
2017,2017,HU3,Alföld és Észak,Total,Total,Number,3863914,
2010,2010,TR31,Izmir,Total,Total,Number,3868308,
2016,2016,SE1,Östra Sverige,Total,Total,Number,3870264,
2000,2000,EL3,Attiki,Total,Total,Number,3871527,
2000,2000,EL30,Attiki,Total,Total,Number,3871527,
2013,2013,RO4,Macroregiunea patru,Total,Total,Number,3873300,
2014,2014,TR7,Orta Anadolu,Total,Total,Number,3873470,
1996,1996,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3878487,
2008,2008,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3878688,
2003,2003,SE2,Södra Sverige,Total,Total,Number,3878703,
1993,1993,DEB,Rheinland-Pfalz,Total,Total,Number,3880951,
2016,2016,TR41,"Bursa, Eskisehir, Bilecik",Total,Total,Number,3881624,
1997,1997,DE11,Stuttgart,Total,Total,Number,3881961,
1992,1992,ES52,Comunidad Valenciana,Total,Total,Number,3882777,
2015,2015,TR7,Orta Anadolu,Total,Total,Number,3886251,
1998,1998,DE11,Stuttgart,Total,Total,Number,3888668,
1995,1995,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3890860,
2016,2016,HU3,Alföld és Észak,Total,Total,Number,3891033,
2015,2015,TR62,"Adana, Mersin",Total,Total,Number,3892850,
2002,2002,EL3,Attiki,Total,Total,Number,3894259,
2002,2002,EL30,Attiki,Total,Total,Number,3894259,
2016,2016,TR7,Orta Anadolu,Total,Total,Number,3894341,
2012,2012,RO4,Macroregiunea patru,Total,Total,Number,3895444,b
2001,2001,EL3,Attiki,Total,Total,Number,3895899,
2001,2001,EL30,Attiki,Total,Total,Number,3895899,
2004,2004,SE2,Södra Sverige,Total,Total,Number,3897428,
1994,1994,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3897955,
1999,1999,DE11,Stuttgart,Total,Total,Number,3898171,
2002,2002,IE,Ireland,Total,Total,Number,3899702,
2002,2002,IE0,Éire/Ireland,Total,Total,Number,3899702,
1993,1993,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3905089,
2009,2009,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3910099,
2011,2011,DE11,Stuttgart,Total,Total,Number,3910637,b
2013,2013,EL3,Attiki,Total,Total,Number,3912849,
2013,2013,EL30,Attiki,Total,Total,Number,3912849,
1993,1993,ES52,Comunidad Valenciana,Total,Total,Number,3913214,
2015,2015,HU3,Alföld és Észak,Total,Total,Number,3915375,
2008,2008,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3915498,
2005,2005,SE2,Södra Sverige,Total,Total,Number,3916676,
2003,2003,EL3,Attiki,Total,Total,Number,3916875,
2003,2003,EL30,Attiki,Total,Total,Number,3916875,
2000,2000,DE11,Stuttgart,Total,Total,Number,3917305,
1993,1993,DE21,Oberbayern,Total,Total,Number,3919109,
2016,2016,DE71,Darmstadt,Total,Total,Number,3922369,
2007,2007,BG3,Severna i yugoiztochna Bulgaria,Total,Total,Number,3922739,
2007,2007,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3924258,
2012,2012,DE11,Stuttgart,Total,Total,Number,3924922,
1994,1994,DEB,Rheinland-Pfalz,Total,Total,Number,3925858,
2016,2016,TR62,"Adana, Mersin",Total,Total,Number,3928388,
2017,2017,SE1,Östra Sverige,Total,Total,Number,3933205,
2006,2006,SE2,Södra Sverige,Total,Total,Number,3934537,
2004,2004,EL3,Attiki,Total,Total,Number,3935254,
2004,2004,EL30,Attiki,Total,Total,Number,3935254,
2001,2001,DE11,Stuttgart,Total,Total,Number,3935352,
2006,2006,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3935639,
2014,2014,HU3,Alföld és Észak,Total,Total,Number,3940749,
1994,1994,ES52,Comunidad Valenciana,Total,Total,Number,3942324,
2005,2005,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3944586,
2013,2013,DE11,Stuttgart,Total,Total,Number,3947568,
1994,1994,DE21,Oberbayern,Total,Total,Number,3948153,
2017,2017,TR7,Orta Anadolu,Total,Total,Number,3948240,
2011,2011,TR31,Izmir,Total,Total,Number,3948848,
2017,2017,DE71,Darmstadt,Total,Total,Number,3951234,
1995,1995,DEB,Rheinland-Pfalz,Total,Total,Number,3951573,
2005,2005,EL3,Attiki,Total,Total,Number,3952793,
2005,2005,EL30,Attiki,Total,Total,Number,3952793,
2004,2004,PL5,Makroregion Poludniowo-Zachodni,Total,Total,Number,3953980,
1992,1992,BG4,Yugozapadna i yuzhna tsentralna Bulgaria,Total,Total,Number,3957444,
1995,1995,DE21,Oberbayern,Total,Total,Number,3959400,
1990,1990,FRE1,Nord-Pas-de-Calais,Total,Total,Number,3961703,
1990,1990,FR3,Nord-Pas-de-Calais (NUTS 2013),Total,Total,Number,3961703,
1990,1990,FR30,Nord-Pas-de-Calais (NUTS 2013),Total,Total,Number,3961703,
1990,1990,DEA2,Köln,Total,Total,Number,3963108,
2012,2012,EL3,Attiki,Total,Total,Number,3963887,
2012,2012,EL30,Attiki,Total,Total,Number,3963887,
2002,2002,DE11,Stuttgart,Total,Total,Number,3964162,
2003,2003,IE,Ireland,Total,Total,Number,3964191,
2003,2003,IE0,Éire/Ireland,Total,Total,Number,3964191,
2017,2017,TR41,"Bursa, Eskisehir, Bilecik",Total,Total,Number,3964535,
2012,2012,TR31,Izmir,Total,Total,Number,3965232,
2007,2007,SE2,Södra Sverige,Total,Total,Number,3965326,
1991,1991,FRE1,Nord-Pas-de-Calais,Total,Total,Number,3965393,
1991,1991,FR3,Nord-Pas-de-Calais (NUTS 2013),Total,Total,Number,3965393,
1991,1991,FR30,Nord-Pas-de-Calais (NUTS 2013),Total,Total,Number,3965393,
