"TIME","GEO","GEO_LABEL","UNIT","Value","Flag and Footnotes"
"2002","PT11","Norte","Purchasing power standard (PPS) per inhabitant","14,100",""
"2002","PT15","Algarve","Purchasing power standard (PPS) per inhabitant","18,300",""
"2002","PT16","Centro (PT)","Purchasing power standard (PPS) per inhabitant","14,800",""
"2002","PT17","Área Metropolitana de Lisboa","Purchasing power standard (PPS) per inhabitant","25,100",""
"2002","PT18","Alentejo","Purchasing power standard (PPS) per inhabitant","15,900",""
"2002","PT2","Região Autónoma dos Açores (PT)","Purchasing power standard (PPS) per inhabitant","15,100",""
"2002","PT20","Região Autónoma dos Açores (PT)","Purchasing power standard (PPS) per inhabitant","15,100",""
"2002","PT3","Região Autónoma da Madeira (PT)","Purchasing power standard (PPS) per inhabitant","16,500",""
"2002","PT30","Região Autónoma da Madeira (PT)","Purchasing power standard (PPS) per inhabitant","16,500",""
"2002","PTZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2002","PTZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RO","Romania","Purchasing power standard (PPS) per inhabitant","6,200",""
"2002","RO1","Macroregiunea unu","Purchasing power standard (PPS) per inhabitant","6,100","b"
"2002","RO11","Nord-Vest","Purchasing power standard (PPS) per inhabitant","5,800","b"
"2002","RO12","Centru","Purchasing power standard (PPS) per inhabitant","6,400","b"
"2002","RO2","Macroregiunea doi","Purchasing power standard (PPS) per inhabitant","4,800","b"
"2002","RO21","Nord-Est","Purchasing power standard (PPS) per inhabitant","4,300","b"
"2002","RO22","Sud-Est","Purchasing power standard (PPS) per inhabitant","5,500","b"
"2002","RO3","Macroregiunea trei","Purchasing power standard (PPS) per inhabitant","8,200","b"
"2002","RO31","Sud - Muntenia","Purchasing power standard (PPS) per inhabitant","5,100","b"
"2002","RO32","Bucuresti - Ilfov","Purchasing power standard (PPS) per inhabitant","12,900","b"
"2002","RO4","Macroregiunea patru","Purchasing power standard (PPS) per inhabitant","5,600","b"
"2002","RO41","Sud-Vest Oltenia","Purchasing power standard (PPS) per inhabitant","4,700","b"
"2002","RO42","Vest","Purchasing power standard (PPS) per inhabitant","6,600","b"
"2002","ROZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2002","ROZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2002","SI","Slovenia","Purchasing power standard (PPS) per inhabitant","17,400",""
"2002","SI0","Slovenija","Purchasing power standard (PPS) per inhabitant","17,400",""
"2002","SI03","Vzhodna Slovenija","Purchasing power standard (PPS) per inhabitant","14,600",""
"2002","SI04","Zahodna Slovenija","Purchasing power standard (PPS) per inhabitant","20,800",""
"2002","SK","Slovakia","Purchasing power standard (PPS) per inhabitant","11,400",""
"2002","SK0","Slovensko","Purchasing power standard (PPS) per inhabitant","11,400",""
"2002","SK01","Bratislavský kraj","Purchasing power standard (PPS) per inhabitant","26,800",""
"2002","SK02","Západné Slovensko","Purchasing power standard (PPS) per inhabitant","10,300",""
"2002","SK03","Stredné Slovensko","Purchasing power standard (PPS) per inhabitant","9,400",""
"2002","SK04","Východné Slovensko","Purchasing power standard (PPS) per inhabitant","8,600",""
"2002","FI","Finland","Purchasing power standard (PPS) per inhabitant","24,600",""
"2002","FI1","Manner-Suomi","Purchasing power standard (PPS) per inhabitant","24,500",""
"2002","FI19","Länsi-Suomi","Purchasing power standard (PPS) per inhabitant","21,800",""
"2002","FI1B","Helsinki-Uusimaa","Purchasing power standard (PPS) per inhabitant","33,200",""
"2002","FI1C","Etelä-Suomi","Purchasing power standard (PPS) per inhabitant","22,800",""
"2002","FI1D","Pohjois- ja Itä-Suomi","Purchasing power standard (PPS) per inhabitant","19,300",""
"2002","FI2","Åland","Purchasing power standard (PPS) per inhabitant","32,200",""
"2002","FI20","Åland","Purchasing power standard (PPS) per inhabitant","32,200",""
"2002","FIZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2002","FIZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2002","SE","Sweden","Purchasing power standard (PPS) per inhabitant","26,400",""
"2002","SE1","Östra Sverige","Purchasing power standard (PPS) per inhabitant","30,500",""
"2002","SE11","Stockholm","Purchasing power standard (PPS) per inhabitant","36,400",""
"2002","SE12","Östra Mellansverige","Purchasing power standard (PPS) per inhabitant","23,100",""
"2002","SE2","Södra Sverige","Purchasing power standard (PPS) per inhabitant","24,500",""
"2002","SE21","Småland med öarna","Purchasing power standard (PPS) per inhabitant","23,300",""
"2002","SE22","Sydsverige","Purchasing power standard (PPS) per inhabitant","24,000",""
"2002","SE23","Västsverige","Purchasing power standard (PPS) per inhabitant","25,400",""
"2002","SE3","Norra Sverige","Purchasing power standard (PPS) per inhabitant","22,900",""
"2002","SE31","Norra Mellansverige","Purchasing power standard (PPS) per inhabitant","22,200",""
"2002","SE32","Mellersta Norrland","Purchasing power standard (PPS) per inhabitant","24,100",""
"2002","SE33","Övre Norrland","Purchasing power standard (PPS) per inhabitant","23,100",""
"2002","SEZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2002","SEZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2002","UK","United Kingdom","Purchasing power standard (PPS) per inhabitant","25,000",""
"2002","UKC","North East (UK)","Purchasing power standard (PPS) per inhabitant","18,500",""
"2002","UKC1","Tees Valley and Durham","Purchasing power standard (PPS) per inhabitant","17,200",""
"2002","UKC2","Northumberland and Tyne and Wear","Purchasing power standard (PPS) per inhabitant","19,500",""
"2002","UKD","North West (UK)","Purchasing power standard (PPS) per inhabitant","21,600",""
"2002","UKD1","Cumbria","Purchasing power standard (PPS) per inhabitant","20,000",""
"2002","UKD3","Greater Manchester","Purchasing power standard (PPS) per inhabitant","21,900",""
"2002","UKD4","Lancashire","Purchasing power standard (PPS) per inhabitant","20,100",""
"2002","UKD6","Cheshire","Purchasing power standard (PPS) per inhabitant","29,100",""
"2002","UKD7","Merseyside","Purchasing power standard (PPS) per inhabitant","18,500",""
"2002","UKE","Yorkshire and The Humber","Purchasing power standard (PPS) per inhabitant","20,600",""
"2002","UKE1","East Yorkshire and Northern Lincolnshire","Purchasing power standard (PPS) per inhabitant","20,300",""
"2002","UKE2","North Yorkshire","Purchasing power standard (PPS) per inhabitant","23,600",""
"2002","UKE3","South Yorkshire","Purchasing power standard (PPS) per inhabitant","17,700",""
"2002","UKE4","West Yorkshire","Purchasing power standard (PPS) per inhabitant","21,500",""
"2002","UKF","East Midlands (UK)","Purchasing power standard (PPS) per inhabitant","20,700",""
"2002","UKF1","Derbyshire and Nottinghamshire","Purchasing power standard (PPS) per inhabitant","20,000",""
"2002","UKF2","Leicestershire, Rutland and Northamptonshire","Purchasing power standard (PPS) per inhabitant","22,000",""
"2002","UKF3","Lincolnshire","Purchasing power standard (PPS) per inhabitant","19,700",""
"2002","UKG","West Midlands (UK)","Purchasing power standard (PPS) per inhabitant","21,200",""
"2002","UKG1","Herefordshire, Worcestershire and Warwickshire","Purchasing power standard (PPS) per inhabitant","22,300",""
"2002","UKG2","Shropshire and Staffordshire","Purchasing power standard (PPS) per inhabitant","19,400",""
"2002","UKG3","West Midlands","Purchasing power standard (PPS) per inhabitant","21,700",""
"2002","UKH","East of England","Purchasing power standard (PPS) per inhabitant","23,700",""
"2002","UKH1","East Anglia","Purchasing power standard (PPS) per inhabitant","23,000",""
"2002","UKH2","Bedfordshire and Hertfordshire","Purchasing power standard (PPS) per inhabitant","27,500",""
"2002","UKH3","Essex","Purchasing power standard (PPS) per inhabitant","21,000",""
"2002","UKI","London","Purchasing power standard (PPS) per inhabitant","40,300",""
"2002","UKI3","Inner London - West","Purchasing power standard (PPS) per inhabitant","112,300",""
"2002","UKI4","Inner London - East","Purchasing power standard (PPS) per inhabitant","35,900",""
"2002","UKI5","Outer London - East and North East","Purchasing power standard (PPS) per inhabitant","19,500",""
"2002","UKI6","Outer London - South","Purchasing power standard (PPS) per inhabitant","24,800",""
"2002","UKI7","Outer London - West and North West","Purchasing power standard (PPS) per inhabitant","31,700",""
"2002","UKJ","South East (UK)","Purchasing power standard (PPS) per inhabitant","27,900",""
"2002","UKJ1","Berkshire, Buckinghamshire and Oxfordshire","Purchasing power standard (PPS) per inhabitant","35,900",""
"2002","UKJ2","Surrey, East and West Sussex","Purchasing power standard (PPS) per inhabitant","27,200",""
"2002","UKJ3","Hampshire and Isle of Wight","Purchasing power standard (PPS) per inhabitant","25,600",""
"2002","UKJ4","Kent","Purchasing power standard (PPS) per inhabitant","21,100",""
"2002","UKK","South West (UK)","Purchasing power standard (PPS) per inhabitant","22,500",""
"2002","UKK1","Gloucestershire, Wiltshire and Bristol/Bath area","Purchasing power standard (PPS) per inhabitant","26,600",""
"2002","UKK2","Dorset and Somerset","Purchasing power standard (PPS) per inhabitant","20,700",""
"2002","UKK3","Cornwall and Isles of Scilly","Purchasing power standard (PPS) per inhabitant","16,600",""
"2002","UKK4","Devon","Purchasing power standard (PPS) per inhabitant","19,100",""
"2002","UKL","Wales","Purchasing power standard (PPS) per inhabitant","18,000",""
"2002","UKL1","West Wales and The Valleys","Purchasing power standard (PPS) per inhabitant","15,700",""
"2002","UKL2","East Wales","Purchasing power standard (PPS) per inhabitant","22,200",""
"2002","UKM","Scotland","Purchasing power standard (PPS) per inhabitant","22,200",""
"2002","UKM5","North Eastern Scotland","Purchasing power standard (PPS) per inhabitant","32,200",""
"2002","UKM6","Highlands and Islands","Purchasing power standard (PPS) per inhabitant","21,300",""
"2002","UKM7","Eastern Scotland","Purchasing power standard (PPS) per inhabitant","24,500",""
"2002","UKM8","West Central Scotland","Purchasing power standard (PPS) per inhabitant","21,100",""
"2002","UKM9","Southern Scotland","Purchasing power standard (PPS) per inhabitant","15,300",""
"2002","UKN","Northern Ireland (UK)","Purchasing power standard (PPS) per inhabitant","19,900",""
"2002","UKN0","Northern Ireland (UK)","Purchasing power standard (PPS) per inhabitant","19,900",""
"2002","UKZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2002","UKZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NO","Norway","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NO0","Norge","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NO01","Oslo og Akershus","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NO02","Hedmark og Oppland","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NO03","Sør-Østlandet","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NO04","Agder og Rogaland","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NO05","Vestlandet","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NO06","Trøndelag","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NO07","Nord-Norge","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NOZ","Extra-Regio level 1","Purchasing power standard (PPS) per inhabitant",":",""
"2002","NOZZ","Extra-Regio level 2","Purchasing power standard (PPS) per inhabitant",":",""
"2002","ME","Montenegro","Purchasing power standard (PPS) per inhabitant",":",""
"2002","ME0","Crna Gora","Purchasing power standard (PPS) per inhabitant",":",""
"2002","ME00","Crna Gora","Purchasing power standard (PPS) per inhabitant",":",""
"2002","MK","North Macedonia","Purchasing power standard (PPS) per inhabitant","5,500",""
"2002","MK0","Severna Makedonija","Purchasing power standard (PPS) per inhabitant","5,500",""
"2002","MK00","Severna Makedonija","Purchasing power standard (PPS) per inhabitant","5,500",""
"2002","AL","Albania","Purchasing power standard (PPS) per inhabitant",":",""
"2002","AL0","Shqipëria","Purchasing power standard (PPS) per inhabitant",":",""
"2002","AL01","Veri","Purchasing power standard (PPS) per inhabitant",":",""
"2002","AL02","Qender","Purchasing power standard (PPS) per inhabitant",":",""
"2002","AL03","Jug","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RS","Serbia","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RS1","Srbija - sever","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RS11","Beogradski region","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RS12","Region Vojvodine","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RS2","Srbija - jug","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RS21","Region Sumadije i Zapadne Srbije","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RS22","Region Juzne i Istocne Srbije","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RSZ","Extra-Regio level 1","Purchasing power standard (PPS) per inhabitant",":",""
"2002","RSZZ","Extra-Regio level 2","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR","Turkey","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR1","Istanbul","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR10","Istanbul","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR2","Bati Marmara","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR21","Tekirdag, Edirne, Kirklareli","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR22","Balikesir, Çanakkale","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR3","Ege","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR31","Izmir","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR32","Aydin, Denizli, Mugla","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR33","Manisa, Afyonkarahisar, Kütahya, Usak","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR4","Dogu Marmara","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR41","Bursa, Eskisehir, Bilecik","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR5","Bati Anadolu","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR51","Ankara","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR52","Konya, Karaman","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR6","Akdeniz","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR61","Antalya, Isparta, Burdur","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR62","Adana, Mersin","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR63","Hatay, Kahramanmaras, Osmaniye","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR7","Orta Anadolu","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR71","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR72","Kayseri, Sivas, Yozgat","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR8","Bati Karadeniz","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR81","Zonguldak, Karabük, Bartin","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR82","Kastamonu, Çankiri, Sinop","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR83","Samsun, Tokat, Çorum, Amasya","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR9","Dogu Karadeniz","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRA","Kuzeydogu Anadolu","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRA1","Erzurum, Erzincan, Bayburt","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRA2","Agri, Kars, Igdir, Ardahan","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRB","Ortadogu Anadolu","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRB1","Malatya, Elazig, Bingöl, Tunceli","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRB2","Van, Mus, Bitlis, Hakkari","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRC","Güneydogu Anadolu","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRC1","Gaziantep, Adiyaman, Kilis","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRC2","Sanliurfa, Diyarbakir","Purchasing power standard (PPS) per inhabitant",":",""
"2002","TRC3","Mardin, Batman, Sirnak, Siirt","Purchasing power standard (PPS) per inhabitant",":",""
"2003","EU27_2020","European Union - 27 countries (from 2020)","Purchasing power standard (PPS) per inhabitant","21,100",""
"2003","EU28","European Union - 28 countries (2013-2020)","Purchasing power standard (PPS) per inhabitant","21,600",""
"2003","BE","Belgium","Purchasing power standard (PPS) per inhabitant","26,200",""
"2003","BE1","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Purchasing power standard (PPS) per inhabitant","52,100",""
"2003","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Purchasing power standard (PPS) per inhabitant","52,100",""
"2003","BE2","Vlaams Gewest","Purchasing power standard (PPS) per inhabitant","25,900",""
"2003","BE21","Prov. Antwerpen","Purchasing power standard (PPS) per inhabitant","30,500",""
"2003","BE22","Prov. Limburg (BE)","Purchasing power standard (PPS) per inhabitant","22,000",""
"2003","BE23","Prov. Oost-Vlaanderen","Purchasing power standard (PPS) per inhabitant","23,100",""
"2003","BE24","Prov. Vlaams-Brabant","Purchasing power standard (PPS) per inhabitant","26,800",""
"2003","BE25","Prov. West-Vlaanderen","Purchasing power standard (PPS) per inhabitant","24,500",""
"2003","BE3","Région wallonne","Purchasing power standard (PPS) per inhabitant","19,000",""
"2003","BE31","Prov. Brabant wallon","Purchasing power standard (PPS) per inhabitant","26,100",""
"2003","BE32","Prov. Hainaut","Purchasing power standard (PPS) per inhabitant","17,400",""
"2003","BE33","Prov. Liège","Purchasing power standard (PPS) per inhabitant","19,200",""
"2003","BE34","Prov. Luxembourg (BE)","Purchasing power standard (PPS) per inhabitant","18,200",""
"2003","BE35","Prov. Namur","Purchasing power standard (PPS) per inhabitant","18,300",""
"2003","BEZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2003","BEZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2003","BG","Bulgaria","Purchasing power standard (PPS) per inhabitant","7,100",""
"2003","BG3","Severna i yugoiztochna Bulgaria","Purchasing power standard (PPS) per inhabitant","6,100",""
"2003","BG31","Severozapaden","Purchasing power standard (PPS) per inhabitant","5,700",""
"2003","BG32","Severen tsentralen","Purchasing power standard (PPS) per inhabitant","5,700",""
"2003","BG33","Severoiztochen","Purchasing power standard (PPS) per inhabitant","6,300",""
"2003","BG34","Yugoiztochen","Purchasing power standard (PPS) per inhabitant","6,500",""
"2003","BG4","Yugozapadna i yuzhna tsentralna Bulgaria","Purchasing power standard (PPS) per inhabitant","8,200",""
"2003","BG41","Yugozapaden","Purchasing power standard (PPS) per inhabitant","10,300",""
"2003","BG42","Yuzhen tsentralen","Purchasing power standard (PPS) per inhabitant","5,400",""
"2003","CZ","Czechia","Purchasing power standard (PPS) per inhabitant","16,500",""
"2003","CZ0","Cesko","Purchasing power standard (PPS) per inhabitant","16,500",""
"2003","CZ01","Praha","Purchasing power standard (PPS) per inhabitant","34,700",""
"2003","CZ02","Strední Cechy","Purchasing power standard (PPS) per inhabitant","15,800",""
"2003","CZ03","Jihozápad","Purchasing power standard (PPS) per inhabitant","15,200",""
"2003","CZ04","Severozápad","Purchasing power standard (PPS) per inhabitant","13,600",""
"2003","CZ05","Severovýchod","Purchasing power standard (PPS) per inhabitant","14,000",""
"2003","CZ06","Jihovýchod","Purchasing power standard (PPS) per inhabitant","14,600",""
"2003","CZ07","Strední Morava","Purchasing power standard (PPS) per inhabitant","13,100",""
"2003","CZ08","Moravskoslezsko","Purchasing power standard (PPS) per inhabitant","12,600",""
"2003","DK","Denmark","Purchasing power standard (PPS) per inhabitant","26,100",""
"2003","DK0","Danmark","Purchasing power standard (PPS) per inhabitant","25,500",""
"2003","DK01","Hovedstaden","Purchasing power standard (PPS) per inhabitant","31,400",""
"2003","DK02","Sjælland","Purchasing power standard (PPS) per inhabitant","19,100",""
"2003","DK03","Syddanmark","Purchasing power standard (PPS) per inhabitant","23,700",""
"2003","DK04","Midtjylland","Purchasing power standard (PPS) per inhabitant","24,400",""
"2003","DK05","Nordjylland","Purchasing power standard (PPS) per inhabitant","23,300",""
"2003","DKZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2003","DKZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2003","DE","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS) per inhabitant","25,700",""
"2003","DE1","Baden-Württemberg","Purchasing power standard (PPS) per inhabitant","29,500","e"
"2003","DE11","Stuttgart","Purchasing power standard (PPS) per inhabitant","33,400","e"
"2003","DE12","Karlsruhe","Purchasing power standard (PPS) per inhabitant","29,500","e"
"2003","DE13","Freiburg","Purchasing power standard (PPS) per inhabitant","24,800","e"
"2003","DE14","Tübingen","Purchasing power standard (PPS) per inhabitant","26,600","e"
"2003","DE2","Bayern","Purchasing power standard (PPS) per inhabitant","29,000","e"
"2003","DE21","Oberbayern","Purchasing power standard (PPS) per inhabitant","37,400","e"
"2003","DE22","Niederbayern","Purchasing power standard (PPS) per inhabitant","23,400","e"
"2003","DE23","Oberpfalz","Purchasing power standard (PPS) per inhabitant","24,200","e"
"2003","DE24","Oberfranken","Purchasing power standard (PPS) per inhabitant","21,900","e"
"2003","DE25","Mittelfranken","Purchasing power standard (PPS) per inhabitant","27,300","e"
"2003","DE26","Unterfranken","Purchasing power standard (PPS) per inhabitant","25,100","e"
"2003","DE27","Schwaben","Purchasing power standard (PPS) per inhabitant","24,700","e"
"2003","DE3","Berlin","Purchasing power standard (PPS) per inhabitant","24,600","e"
"2003","DE30","Berlin","Purchasing power standard (PPS) per inhabitant","24,600","e"
"2003","DE4","Brandenburg","Purchasing power standard (PPS) per inhabitant","17,300","e"
"2003","DE40","Brandenburg","Purchasing power standard (PPS) per inhabitant","17,300","e"
"2003","DE5","Bremen","Purchasing power standard (PPS) per inhabitant","35,000","e"
"2003","DE50","Bremen","Purchasing power standard (PPS) per inhabitant","35,000","e"
"2003","DE6","Hamburg","Purchasing power standard (PPS) per inhabitant","47,300","e"
"2003","DE60","Hamburg","Purchasing power standard (PPS) per inhabitant","47,300","e"
"2003","DE7","Hessen","Purchasing power standard (PPS) per inhabitant","32,600","e"
"2003","DE71","Darmstadt","Purchasing power standard (PPS) per inhabitant","38,100","e"
"2003","DE72","Gießen","Purchasing power standard (PPS) per inhabitant","22,900","e"
"2003","DE73","Kassel","Purchasing power standard (PPS) per inhabitant","24,400","e"
"2003","DE8","Mecklenburg-Vorpommern","Purchasing power standard (PPS) per inhabitant","16,500","e"
"2003","DE80","Mecklenburg-Vorpommern","Purchasing power standard (PPS) per inhabitant","16,500","e"
"2003","DE9","Niedersachsen","Purchasing power standard (PPS) per inhabitant","22,300","e"
"2003","DE91","Braunschweig","Purchasing power standard (PPS) per inhabitant","24,600","e"
"2003","DE92","Hannover","Purchasing power standard (PPS) per inhabitant","24,800","e"
"2003","DE93","Lüneburg","Purchasing power standard (PPS) per inhabitant","17,700","e"
"2003","DE94","Weser-Ems","Purchasing power standard (PPS) per inhabitant","21,700","e"
"2003","DEA","Nordrhein-Westfalen","Purchasing power standard (PPS) per inhabitant","25,700","e"
"2003","DEA1","Düsseldorf","Purchasing power standard (PPS) per inhabitant","28,400","e"
"2003","DEA2","Köln","Purchasing power standard (PPS) per inhabitant","29,000","e"
"2003","DEA3","Münster","Purchasing power standard (PPS) per inhabitant","21,500","e"
"2003","DEA4","Detmold","Purchasing power standard (PPS) per inhabitant","24,000","e"
"2003","DEA5","Arnsberg","Purchasing power standard (PPS) per inhabitant","22,200","e"
"2003","DEB","Rheinland-Pfalz","Purchasing power standard (PPS) per inhabitant","22,600","e"
"2003","DEB1","Koblenz","Purchasing power standard (PPS) per inhabitant","21,500","e"
"2003","DEB2","Trier","Purchasing power standard (PPS) per inhabitant","20,200","e"
"2003","DEB3","Rheinhessen-Pfalz","Purchasing power standard (PPS) per inhabitant","24,000","e"
"2003","DEC","Saarland","Purchasing power standard (PPS) per inhabitant","23,500","e"
"2003","DEC0","Saarland","Purchasing power standard (PPS) per inhabitant","23,500","e"
"2003","DED","Sachsen","Purchasing power standard (PPS) per inhabitant","18,200","e"
"2003","DED2","Dresden","Purchasing power standard (PPS) per inhabitant","19,000","e"
"2003","DED4","Chemnitz","Purchasing power standard (PPS) per inhabitant","16,800","e"
"2003","DED5","Leipzig","Purchasing power standard (PPS) per inhabitant","19,200","e"
"2003","DEE","Sachsen-Anhalt","Purchasing power standard (PPS) per inhabitant","16,800","e"
"2003","DEE0","Sachsen-Anhalt","Purchasing power standard (PPS) per inhabitant","16,800","e"
"2003","DEF","Schleswig-Holstein","Purchasing power standard (PPS) per inhabitant","22,300","e"
"2003","DEF0","Schleswig-Holstein","Purchasing power standard (PPS) per inhabitant","22,300","e"
"2003","DEG","Thüringen","Purchasing power standard (PPS) per inhabitant","16,800","e"
"2003","DEG0","Thüringen","Purchasing power standard (PPS) per inhabitant","16,800","e"
"2003","EE","Estonia","Purchasing power standard (PPS) per inhabitant","11,100",""
"2003","EE0","Eesti","Purchasing power standard (PPS) per inhabitant","11,100",""
"2003","EE00","Eesti","Purchasing power standard (PPS) per inhabitant","11,100",""
"2003","IE","Ireland","Purchasing power standard (PPS) per inhabitant","30,700",""
"2003","IE0","Éire/Ireland","Purchasing power standard (PPS) per inhabitant","30,700",""
"2003","IE04","Northern and Western","Purchasing power standard (PPS) per inhabitant","20,600",""
"2003","IE05","Southern","Purchasing power standard (PPS) per inhabitant","31,700",""
"2003","IE06","Eastern and Midland","Purchasing power standard (PPS) per inhabitant","34,000",""
"2003","EL","Greece","Purchasing power standard (PPS) per inhabitant","20,300",""
"2003","EL5","Voreia Ellada","Purchasing power standard (PPS) per inhabitant","16,200",""
"2003","EL51","Anatoliki Makedonia, Thraki","Purchasing power standard (PPS) per inhabitant","15,000",""
"2003","EL52","Kentriki Makedonia","Purchasing power standard (PPS) per inhabitant","16,200",""
"2003","EL53","Dytiki Makedonia","Purchasing power standard (PPS) per inhabitant","18,600",""
"2003","EL54","Ipeiros","Purchasing power standard (PPS) per inhabitant","15,600",""
"2003","EL6","Kentriki Ellada","Purchasing power standard (PPS) per inhabitant","17,200",""
"2003","EL61","Thessalia","Purchasing power standard (PPS) per inhabitant","16,500",""
"2003","EL62","Ionia Nisia","Purchasing power standard (PPS) per inhabitant","20,300",""
"2003","EL63","Dytiki Ellada","Purchasing power standard (PPS) per inhabitant","15,500",""
"2003","EL64","Sterea Ellada","Purchasing power standard (PPS) per inhabitant","20,300",""
"2003","EL65","Peloponnisos","Purchasing power standard (PPS) per inhabitant","16,300",""
"2003","EL3","Attiki","Purchasing power standard (PPS) per inhabitant","26,000",""
"2003","EL30","Attiki","Purchasing power standard (PPS) per inhabitant","26,000",""
"2003","EL4","Nisia Aigaiou, Kriti","Purchasing power standard (PPS) per inhabitant","19,000",""
"2003","EL41","Voreio Aigaio","Purchasing power standard (PPS) per inhabitant","15,500",""
"2003","EL42","Notio Aigaio","Purchasing power standard (PPS) per inhabitant","22,500",""
"2003","EL43","Kriti","Purchasing power standard (PPS) per inhabitant","18,300",""
"2003","ES","Spain","Purchasing power standard (PPS) per inhabitant","21,200",""
"2003","ES1","Noroeste (ES)","Purchasing power standard (PPS) per inhabitant","17,600",""
"2003","ES11","Galicia","Purchasing power standard (PPS) per inhabitant","17,000",""
"2003","ES12","Principado de Asturias","Purchasing power standard (PPS) per inhabitant","18,100",""
